"NP","NM","nlP","nlM","nlnP","nlnM","zoP","zoM","wP","wM","timesteps","Lambda","mutprb","fiterrP","fiterrM","prbHorz","pfP","pfM","FLFC","FC","pVp","tVp","pVm","tVm","dP","dM","tcoefP","c.0..rep.tcoefM..each...10.."
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.8,0.6,0.1,-0.198308346735916,0.834823901302776,0.0227601919191919,0.165176098697224,0.00450327272727273,0.2555,0.7445,0.00613575757575765,-0.00601878787878786
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.9,0.6,0.1,-0.558379791933761,0.666265547433289,0.0220853636363637,0.333734452566711,0.0110626262626263,0.2977,0.7023,0.0127157575757575,-0.0210212121212121
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0,0.1,-0.122644575911853,0.671977102521954,0.0220169292929293,0.328022897478046,0.0107474747474747,0.3362,0.6638,-0.0104490909090909,0.000110303030303123
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.1,0.1,-0.340680102181912,0.755189963878999,0.0164808080808081,0.244810036121001,0.00534258585858586,0.3462,0.6538,-0.0110975757575758,0.0105751515151515
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.2,0.1,0.204278931481658,0.687667490798504,0.0235715050505051,0.312332509201496,0.0107059696969697,0.2942,0.7058,0.00139212121212121,0.00716787878787885
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.3,0.1,0.766409617434947,0.649051135819927,0.0341873131313131,0.350948864180073,0.0184854444444444,0.4105,0.5895,-0.0021151515151515,-0.000118181818181779
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.4,0.1,1,0.915139336777637,0.0504644343434343,0.0848606632223627,0.00467955555555555,0.3921,0.6079,-0.00605454545454539,0.00155878787878786
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.5,0.1,0.574049884855613,0.620570003422479,0.0200919191919192,0.379429996577521,0.0122846363636364,0.4991,0.5009,-0.00406666666666668,-0.00463151515151515
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.516723990272116,0.788916544411534,0.0343727272727273,0.211083455588466,0.00919680808080808,0.3796,0.6204,0.00647757575757574,-0.0051157575757576
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.7,0.1,-0.154939664512058,0.878651104009351,0.0333788282828283,0.121348895990649,0.00460988888888889,0.4975,0.5025,0.000433939393939509,-0.00483696969696977
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.8,0.1,-0.164847359130871,0.849532339730138,0.0480470606060606,0.150467660269862,0.0085100101010101,0.4526,0.5474,0.00853090909090897,-0.00587090909090911
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.9,0.1,-0.539656357391912,0.879554367772038,0.0410757575757576,0.120445632227962,0.0056248888888889,0.4994,0.5006,0.00690848484848492,-0.0110781818181818
100,100,100,200,3,3,3,2,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.165926256243818,0.659165921219038,0.0176999898989899,0.340834078780962,0.00915211111111111,0.4378,0.5622,0.0120242424242424,-0.00269696969696967
10,10,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.238347107438016,0.00080111111111111,0.761652892561984,0.00256,0.0509999999999997,0.0509999999999997,0.0032484848484849,-0.00904242424242424
25,25,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.713173346949196,0.00186233333333333,0.286826653050804,0.000748999999999999,0.0331999999999999,0.0331999999999999,-0.00412848484848488,-0.00153454545454547
50,50,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.444755928742845,0.00679285714285714,0.555244071257155,0.00848036734693877,0.00479999999999992,0.00479999999999992,0.00136121212121212,-0.00178909090909094
75,75,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.537702653749928,0.00914673873873874,0.462297346250071,0.00786403603603603,0.0393333333333334,0.0393333333333334,0.000108282828282852,0.00517898989898988
125,125,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.576830033178957,0.0239829032258064,0.423169966821042,0.0175941677419355,0.0725600000000002,0.0725600000000002,0.00505551515151511,-0.00111175757575758
150,150,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.607007740332863,0.022800451901566,0.392992259667137,0.0147615928411633,0.0089999999999999,0.0089999999999999,-0.00398505050505048,-0.00185171717171718
200,200,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.501648236897619,0.0288903492462312,0.498351763102381,0.0287005025125628,0.00305,0.00305,-0.00755363636363636,0.00445727272727272
250,250,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.671908250208768,0.0417325301204819,0.328091749791232,0.0203779293172691,0.000680000000000014,0.000680000000000014,0.00830715151515151,-0.00272727272727271
300,300,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.578880460728203,0.0488773199554069,0.421119539271797,0.0355568996655518,0.0393666666666665,0.0393666666666665,0.00705616161616165,-0.00111454545454546
500,500,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.580353940261168,0.0676781947895792,0.419646059738832,0.0489371843687375,0.00374000000000008,0.00374000000000008,0.00257563636363643,-0.0104305454545455
100,100,10,20,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.740585009140767,0.00102297979797979,0.259414990859233,0.000358333333333334,0.0960000000000001,0.0960000000000001,0.0014957575757576,-0.000506060606060604
100,100,25,50,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.659457916198586,0.00536622222222222,0.340542083801414,0.00277110101010101,0.00809999999999977,0.00809999999999977,0.00228060606060604,-0.000826666666666692
100,100,50,100,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.701263445517111,0.0143929292929293,0.298736554482889,0.00613135353535353,0.0284,0.0284,-0.00195212121212124,-0.00116303030303031
100,100,75,150,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.757527131552261,0.0233989494949495,0.242472868447739,0.00748964646464647,0.0552999999999999,0.0552999999999999,0.00433636363636364,-0.00211757575757576
100,100,125,250,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.673156091615502,0.0175787777777778,0.326843908384498,0.00853519191919192,0.0695000000000001,0.0695000000000001,-0.00237878787878789,0.0034860606060606
100,100,150,300,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.708174552838387,0.0457684343434343,0.291825447161613,0.0188603131313131,0.00980000000000025,0.00980000000000025,-0.00065151515151517,0.000337575757575754
100,100,200,400,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.68884374668142,0.0406232727272727,0.31115625331858,0.0183498585858586,0.0106000000000002,0.0106000000000002,0.00483333333333332,0.0147618181818182
100,100,250,500,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.581021509603245,0.0380708181818182,0.418978490396755,0.0274531212121212,0.0903999999999998,0.0903999999999998,-0.00221090909090909,-0.00658848484848488
100,100,300,600,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.500342357652861,0.0453274343434343,0.499657642347138,0.045265404040404,0.0352999999999999,0.0352999999999999,-0.00461515151515144,-0.00377939393939394
100,100,500,1000,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.625522448725297,0.0992858484848485,0.374477551274703,0.0594388282828283,0.1215,0.1215,0.0347345454545454,-0.00790484848484849
100,100,100,200,3,3,3,3,0.1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999987516292993,0.521232524724958,0.0020080404040404,0.478767475275042,0.00184444444444444,0.00180000000000025,0.00180000000000025,-0.00228606060606062,0.00188606060606061
100,100,100,200,3,3,3,3,0.15,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999977994706949,0.422188157113276,0.00265675757575758,0.577811842886723,0.00363607070707071,0.00819999999999999,0.00819999999999999,0.00210727272727276,-0.000337575757575779
100,100,100,200,3,3,3,3,0.25,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999989505637212,0.431683659763277,0.00490192929292929,0.568316340236723,0.00645344444444444,0.0255999999999998,0.0255999999999998,-0.00117757575757577,0.00155878787878785
100,100,100,200,3,3,3,3,0.5,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999994449719727,0.729670382548721,0.0137852424242424,0.270329617451279,0.00510718181818181,0.0297999999999998,0.0297999999999998,-0.00125999999999999,-0.00162969696969694
100,100,100,200,3,3,3,3,0.75,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999276061723,0.560427785534635,0.0107563131313131,0.439572214465365,0.00843672727272727,0.0276999999999998,0.0276999999999998,-0.00840545454545452,-0.00554969696969697
100,100,100,200,3,3,3,3,1.25,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999433333243,0.567842337152636,0.0187738484848485,0.432157662847365,0.0142878787878788,0.0297000000000001,0.0297000000000001,-0.00295575757575762,0.00585515151515152
100,100,100,200,3,3,3,3,1.5,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.99999967302421,0.652852086093027,0.014700797979798,0.347147913906973,0.0078170101010101,0.0592999999999999,0.0592999999999999,-0.000597575757575733,-0.00354242424242421
100,100,100,200,3,3,3,3,2,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999726776945,0.604270629128299,0.00981085858585859,0.395729370871701,0.0064250101010101,0.0712999999999999,0.0712999999999999,0.00369575757575759,-0.00347696969696967
100,100,100,200,3,3,3,3,2.5,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999279406872,0.675306781640216,0.0208775252525253,0.324693218359784,0.0100380909090909,0.0287999999999999,0.0287999999999999,0.00745818181818182,0.000627272727272722
100,100,100,200,3,3,3,3,5,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999831190467,0.885454636048553,0.0301563131313131,0.114545363951447,0.00390112121212121,0.0127999999999999,0.0127999999999999,0.0000109090909090718,0.00294545454545453
100,100,100,200,3,3,3,3,1,0.1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999996785591386,0.524492434345333,0.00233990909090909,0.475507565654667,0.00212137373737374,0.00349999999999984,0.00349999999999984,0.00122060606060596,-0.000471515151515156
100,100,100,200,3,3,3,3,1,0.15,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999996778310832,0.609559486612623,0.00514125252525253,0.390440513387377,0.00329312121212121,0.0286999999999997,0.0286999999999997,-0.000899393939393941,-0.00110606060606062
100,100,100,200,3,3,3,3,1,0.25,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999908117954295,0.637771580646811,0.0148676666666667,0.362228419353189,0.00844423232323232,0.0112000000000001,0.0112000000000001,-0.000112727272727283,-0.00285878787878787
100,100,100,200,3,3,3,3,1,0.5,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999991713491278,0.639272797363926,0.0109212525252525,0.360727202636074,0.00616261616161616,0.0236999999999998,0.0236999999999998,0.0037515151515151,0.0000642424242424035
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.500069664620268,0.0127613232323232,0.499930335379732,0.0127577676767677,0.0367999999999999,0.0367999999999999,-0.000259393939393958,-0.00239939393939394
100,100,100,200,3,3,3,3,1,1.25,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999560065794,0.540995293925064,0.0147551111111111,0.459004706074937,0.012518898989899,0.0185,0.0185,0.00168848484848481,-0.00315515151515151
100,100,100,200,3,3,3,3,1,1.5,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999998436387041,0.640768758487698,0.0173626262626263,0.359231241512302,0.00973392929292929,0.0301,0.0301,-0.00611515151515151,0.00222424242424243
100,100,100,200,3,3,3,3,1,2,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999118507413,0.563294079331234,0.0222922323232323,0.436705920668766,0.0172825353535354,0.0213999999999999,0.0213999999999999,-0.00131454545454541,0.00642363636363638
100,100,100,200,3,3,3,3,1,2.5,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999997714277116,0.758960414537951,0.021480595959596,0.241039585462049,0.00682206060606061,0.0207000000000002,0.0207000000000002,0.00870969696969691,-0.00546484848484848
100,100,100,200,3,3,3,3,1,5,500,30,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,0.999999845264134,0.634006542751153,0.0255136464646465,0.365993457248847,0.0147282828282828,0.0526999999999997,0.0526999999999997,-0.00728060606060609,-0.0016739393939394
100,100,100,200,3,3,3,3,1,1,500,41,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.846796732868063,0.0142034242424242,0.153203267131937,0.00256969696969697,0.00890000000000013,0.00890000000000013,-0.00052121212121207,-0.00198303030303027
100,100,100,200,3,3,3,3,1,1,500,39,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.72490993887069,0.0143501414141414,0.27509006112931,0.00544561616161616,0.0177999999999998,0.0177999999999998,0.00358363636363636,-0.000215151515151532
100,100,100,200,3,3,3,3,1,1,500,37,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.508986020011567,0.00921862626262627,0.491013979988433,0.00889312121212122,0.0474999999999999,0.0474999999999999,0.00441454545454545,-0.00250787878787879
100,100,100,200,3,3,3,3,1,1,500,35,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.775005448997384,0.022986505050505,0.224994551002616,0.00667329292929293,0.0331999999999999,0.0331999999999999,0.00510545454545454,0.00339939393939392
100,100,100,200,3,3,3,3,1,1,500,33,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.51417114428578,0.0158492424242424,0.48582885571422,0.014975595959596,0.0508999999999999,0.0508999999999999,0.00368909090909097,-0.000181212121212116
100,100,100,200,3,3,3,3,1,1,500,31,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.762663966023473,0.0229419797979798,0.237336033976527,0.00713939393939394,0.000799999999999912,0.000799999999999912,-0.00960969696969696,-0.00172
100,100,100,200,3,3,3,3,1,1,500,29,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.608863691846731,0.017508797979798,0.391136308153269,0.0112477171717172,0.0148999999999999,0.0148999999999999,0.00163818181818183,-0.00284787878787878
100,100,100,200,3,3,3,3,1,1,500,27,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.801523676692385,0.0246125656565657,0.198476323307615,0.00609465656565657,0.0543,0.0543,-0.000441212121212209,-0.00320909090909092
100,100,100,200,3,3,3,3,1,1,500,25,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.752640713614899,0.0206181818181818,0.247359286385101,0.00677627272727273,0.0632999999999999,0.0632999999999999,-0.00111151515151519,-0.00355030303030304
100,100,100,200,3,3,3,3,1,1,500,23,0.0005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.649860972348343,0.0151443535353535,0.350139027651657,0.00815963636363636,0.0110999999999999,0.0110999999999999,-0.0000345454545454562,0.000148484848484865
100,100,100,200,3,3,3,3,1,1,500,30,0.00001,0.001,0.001,0.2,0.6,0.6,0.1,1,0.941176470588235,0.0000159999999999999,0.058823529411765,0.000001,1.6195,1.6195,0.0026078787878788,-0.0000400000000000023
100,100,100,200,3,3,3,3,1,1,500,30,0.000025,0.001,0.001,0.2,0.6,0.6,0.1,1,0.0241007264299763,0.0000249999999999998,0.975899273570024,0.00101231313131313,0.0795999999999997,0.0795999999999997,-0.0000696969696969749,-0.000956969696969719
100,100,100,200,3,3,3,3,1,1,500,30,0.00005,0.001,0.001,0.2,0.6,0.6,0.1,1,0.298832190911396,0.000118898989898988,0.701167809088604,0.000278979797979798,0.0263999999999998,0.0263999999999998,-0.000584848484848466,0.000164848484848477
100,100,100,200,3,3,3,3,1,1,500,30,0.000075,0.001,0.001,0.2,0.6,0.6,0.1,1,0.549437930199578,0.000802262626262626,0.450562069800422,0.000657888888888889,0.0237000000000003,0.0237000000000003,-0.000863030303030341,-0.000297575757575745
100,100,100,200,3,3,3,3,1,1,500,30,0.0001,0.001,0.001,0.2,0.6,0.6,0.1,1,0.640349497768955,0.00197433333333334,0.359650502231045,0.00110887878787879,0.00099999999999989,0.00099999999999989,0.000421818181818231,0.000593333333333315
100,100,100,200,3,3,3,3,1,1,500,30,0.00025,0.001,0.001,0.2,0.6,0.6,0.1,1,0.819262868570028,0.0191846868686869,0.180737131429972,0.00423232323232323,0.0493999999999999,0.0493999999999999,-0.00360787878787878,-0.000736969696969704
100,100,100,200,3,3,3,3,1,1,500,30,0.00075,0.001,0.001,0.2,0.6,0.6,0.1,1,0.509221891262109,0.0220518282828283,0.490778108737891,0.0212531212121212,0.0558000000000001,0.0558000000000001,-0.00402303030303031,-0.00171636363636361
100,100,100,200,3,3,3,3,1,1,500,30,0.001,0.001,0.001,0.2,0.6,0.6,0.1,1,0.718703228166067,0.0432512626262626,0.281296771833933,0.0169283232323232,0.0160999999999998,0.0160999999999998,-0.0081721212121212,0.0052109090909091
100,100,100,200,3,3,3,3,1,1,500,30,0.0015,0.001,0.001,0.2,0.6,0.6,0.1,1,0.845007158307719,0.0588618585858586,0.154992841692281,0.0107965555555556,0.0697000000000001,0.0697000000000001,-0.00655575757575761,0.00965636363636366
100,100,100,200,3,3,3,3,1,1,500,30,0.002,0.001,0.001,0.2,0.6,0.6,0.1,1,0.660417148589016,0.0981933232323232,0.339582851410984,0.0504904646464647,0.0156999999999998,0.0156999999999998,0.0118915151515152,-0.0105854545454546
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.0001,0.001,0.2,0.6,0.6,0.1,1,0.472666050857711,0.00910726262626263,0.527333949142289,0.010160595959596,0.00099999999999989,0.00099999999999989,-0.00101333333333331,0.000938181818181818
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.0005,0.001,0.2,0.6,0.6,0.1,1,0.702508200771776,0.0149630202020202,0.297491799228224,0.00633640404040404,0.00550000000000006,0.00550000000000006,-0.00333454545454544,0.00512424242424243
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.0015,0.001,0.2,0.6,0.6,0.1,1,0.857022974297203,0.026016404040404,0.142977025702797,0.00434031313131313,0.0272999999999999,0.0272999999999999,-0.00476666666666667,0.00184848484848484
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.0025,0.001,0.2,0.6,0.6,0.1,1,0.798447812755986,0.0268195555555556,0.201552187244014,0.00677006060606061,0.00340000000000007,0.00340000000000007,-0.00169030303030298,-0.00715272727272728
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.005,0.001,0.2,0.6,0.6,0.1,1,0.646727405623635,0.0165967171717172,0.353272594376365,0.00906589898989899,0.0459000000000001,0.0459000000000001,-0.013569696969697,-0.00227575757575761
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.0075,0.001,0.2,0.6,0.6,0.1,1,0.815204992925589,0.0499051616161616,0.184795007074411,0.0113127676767677,0.0238999999999998,0.0238999999999998,-0.000216969696969683,-0.00504
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.01,0.001,0.2,0.6,0.6,0.1,1,0.70172984828172,0.0223645555555556,0.29827015171828,0.00950605050505051,0.0901999999999998,0.0901999999999998,-0.00148060606060608,-0.00517878787878794
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.015,0.001,0.2,0.6,0.6,0.1,1,0.831534347937666,0.0585522727272727,0.168465652062334,0.0118624646464646,0.0879000000000003,0.0879000000000003,0.00471030303030303,0.00563999999999999
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.02,0.001,0.2,0.6,0.6,0.1,1,0.854526197475359,0.0319465050505051,0.145473802524641,0.00543854545454546,0.1092,0.1092,-0.00301030303030303,-0.000969696969696982
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.05,0.001,0.2,0.6,0.6,0.1,1,0.762158464141573,0.026275797979798,0.237841535858427,0.00819970707070707,0.0741000000000001,0.0741000000000001,0.00096727272727273,-0.00524121212121208
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.0001,0.2,0.6,0.6,0.1,1,0.72059223699481,0.0174668282828283,0.27940776300519,0.00677271717171717,0.0121000000000002,0.0121000000000002,-0.00348424242424249,0.00315454545454547
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.0005,0.2,0.6,0.6,0.1,1,0.434448350639293,0.00839208080808081,0.565551649360707,0.0109245555555556,0.00910000000000011,0.00910000000000011,-0.000555757575757558,-0.00337515151515153
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.0015,0.2,0.6,0.6,0.1,1,0.508120546879975,0.0166856060606061,0.491879453120026,0.0161522828282828,0.0437000000000003,0.0437000000000003,-0.00829212121212124,0.00329575757575758
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.0025,0.2,0.6,0.6,0.1,1,0.52870052390012,0.0101670606060606,0.47129947609988,0.00906322222222222,0.0460000000000003,0.0460000000000003,0.0103642424242424,0.00218242424242422
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.005,0.2,0.6,0.6,0.1,1,0.586698065399877,0.0156353434343434,0.413301934600123,0.0110143838383838,0.0274999999999999,0.0274999999999999,-0.00173393939393942,0.00180363636363636
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.0075,0.2,0.6,0.6,0.1,1,0.657656798486158,0.0224990303030303,0.342343201513842,0.0117118686868687,0.0508999999999999,0.0508999999999999,0.00526787878787876,-0.0024369696969697
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.01,0.2,0.6,0.6,0.1,1,0.687317549558195,0.0249454545454546,0.312682450441805,0.0113484747474747,0.00990000000000002,0.00990000000000002,-0.00330727272727278,0.00151090909090909
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.015,0.2,0.6,0.6,0.1,1,0.698959671423409,0.0186595050505051,0.301040328576591,0.00803660606060606,0.0428999999999999,0.0428999999999999,0.00482606060606059,-0.00492060606060606
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.02,0.2,0.6,0.6,0.1,1,0.540632127900419,0.0228236262626263,0.459367872099581,0.0193929292929293,0.0108999999999999,0.0108999999999999,0.00486606060606049,0.00135636363636363
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.05,0.2,0.6,0.6,0.1,1,0.5692916137186,0.0124578888888889,0.4307083862814,0.00942525252525253,0.0396999999999998,0.0396999999999998,0.00908363636363646,0.00250848484848485
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.01,0.6,0.6,0.1,1,0.789608230016828,0.0143987373737374,0.210391769983172,0.00383655555555556,0.0104000000000002,0.0104000000000002,-0.00551636363636364,-0.000590303030303038
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.025,0.6,0.6,0.1,1,0.415934674308281,0.00823014141414142,0.584065325691719,0.0115569595959596,0.0523000000000002,0.0523000000000002,0.000893939393939422,0.000527878787878788
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.05,0.6,0.6,0.1,1,0.397218798480507,0.010319303030303,0.602781201519493,0.0156595858585859,0.00839999999999996,0.00839999999999996,0.00211272727272726,0.000103030303030318
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.075,0.6,0.6,0.1,1,0.664924510871641,0.0321860202020202,0.335075489128359,0.0162195050505051,0.0265,0.0265,-0.00183151515151516,0.00348121212121212
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.1,0.6,0.6,0.1,1,0.629943914341904,0.0131037878787879,0.370056085658096,0.00769772727272727,0.044,0.044,-0.0023254545454545,-0.00291212121212122
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.125,0.6,0.6,0.1,1,0.519434311253355,0.0172724343434343,0.480565688746645,0.0159799595959596,0.0648999999999997,0.0648999999999997,-0.00307212121212119,-0.00652484848484847
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.15,0.6,0.6,0.1,1,0.645448329340077,0.0142260202020202,0.354551670659923,0.00781450505050505,0.0489999999999999,0.0489999999999999,0.00615151515151521,-0.00236424242424242
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.175,0.6,0.6,0.1,1,0.64236352408778,0.0140799595959596,0.35763647591222,0.0078390303030303,0.0366,0.0366,-0.000850909090909037,0.00633454545454545
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.25,0.6,0.6,0.1,1,0.469048843727365,0.0112835858585859,0.530951156272635,0.0127727272727273,0.00550000000000006,0.00550000000000006,0.00577818181818184,-0.00287333333333333
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.5,0.6,0.6,0.1,1,0.46961369574898,0.0120797070707071,0.53038630425102,0.0136429393939394,0.00539999999999985,0.00539999999999985,0.00315090909090907,0.00297878787878788
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0,0.6,0.1,1,0.581386503700265,0.0109317575757576,0.418613496299735,0.00787115151515152,0.00320000000000009,0.00320000000000009,-0.00261393939393936,-0.00185818181818183
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.1,0.6,0.1,1,0.774925632235812,0.0222744545454545,0.225074367764188,0.00646953535353535,0.0127000000000002,0.0127000000000002,0.00147454545454544,0.00639757575757575
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.2,0.6,0.1,1,0.737568439805759,0.0244262626262626,0.262431560194241,0.00869102020202021,0.00669999999999993,0.00669999999999993,-0.00282909090909096,0.00163090909090908
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.3,0.6,0.1,1,0.662352049122237,0.0194471111111111,0.337647950877763,0.00991357575757575,0.0190000000000001,0.0190000000000001,0.00237212121212124,-0.00574909090909091
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.4,0.6,0.1,1,0.626159182308746,0.0156438787878788,0.373840817691254,0.0093399898989899,0.0155000000000003,0.0155000000000003,-0.003209696969697,-0.00207393939393939
100,100,100,200,3,3,3,3,1,1,500,30,0.0005,0.001,0.001,0.2,0.5,0.6,0.1,1,0.723692883448688,0.0247755454545455,0.276307116551312,0.00945934343434343,0.0625999999999998,0.0625999999999998,-0.00550242424242424,-0.000970909090909112
